eventId,createdAt,triggerDate,total_gross_amount_cents,errorNote,status,updatedAt,id,created_date,updated_date,created_by_id,created_by,is_sample
"69f5faa236e8ec608ae3a167","2026-05-07T14:53:16.039Z","2026-05-07T14:53:16.039Z","0","","pending","2026-05-07T14:53:16.039Z","69fca75fafb9458c7655ce82","2026-05-07T14:53:19.398000","2026-05-07T14:53:19.398000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fca0713d590690d6058ba1","2026-05-07T14:30:25.944Z","2026-05-08T14:30:25.944Z","10737","","processing","2026-05-07T14:31:11.439Z","69fca2065e6d81979bbd9c91","2026-05-07T14:30:30.300000","2026-05-07T14:31:13.975000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f615b84b21070e1ca0f945","2026-05-07T13:34:55.913Z","2026-05-08T13:34:55.913Z","10694","","processing","2026-05-07T13:41:55.140Z","69fc95045cb9c2428cf1e324","2026-05-07T13:35:00.282000","2026-05-07T13:41:57.508000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbda84410ec6e3f06b0210","2026-05-07T13:22:28.071Z","2026-05-07T13:22:28.071Z","0","","pending","2026-05-07T13:22:28.071Z","69fc9216dbc25860be6096ab","2026-05-07T13:22:30.203000","2026-05-07T13:22:30.203000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbd5358907e0adb56c8758","2026-05-07T13:22:17.309Z","2026-05-07T13:22:17.309Z","0","","pending","2026-05-07T13:22:17.309Z","69fc920c68ea26abb505a647","2026-05-07T13:22:20.332000","2026-05-07T13:22:20.332000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb72f19a83df199bb7f9a1","2026-05-07T13:21:52.091Z","2026-05-07T13:21:52.091Z","20979","","completed","2026-05-07T13:48:55.131Z","69fc91f59d1ee33aeb769908","2026-05-07T13:21:57.610000","2026-05-07T13:49:46.280000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f6041b11fc961b649e5c6f","2026-05-07T13:21:45.090Z","2026-05-08T13:21:45.090Z","4449","","processing","2026-05-07T13:42:06.794Z","69fc91ef56ff8e61e1392d9d","2026-05-07T13:21:51.398000","2026-05-07T13:42:09.346000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbe524f616000802723a69","2026-05-07T13:21:35.979Z","2026-05-07T13:21:35.979Z","193618","","processing","2026-05-07T13:21:43.321Z","69fc91e66806c205cf8d8e60","2026-05-07T13:21:42.081000","2026-05-07T13:21:46.985000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbe957da428e030ab90f22","2026-05-07T13:21:26.227Z","2026-05-07T13:21:26.227Z","0","","pending","2026-05-07T13:21:26.227Z","69fc91dae299549ad727c312","2026-05-07T13:21:30.329000","2026-05-07T13:21:30.329000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f6920fce95c34ff167e32a","2026-05-07T13:16:43.624Z","2026-05-07T13:16:43.624Z","0","","pending","2026-05-07T13:16:43.624Z","69fc90bd6d255d73fa89c508","2026-05-07T13:16:45.528000","2026-05-07T13:16:45.528000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f61a9031cab8fcbbdbbf37","2026-05-07T13:16:41.047Z","2026-05-07T13:16:41.047Z","4356","","processing","2026-05-07T13:16:45.813Z","69fc90bdbd5ab057a9310387","2026-05-07T13:16:45.018000","2026-05-07T13:16:48.789000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f9053e9f11d93ca67b60af","2026-05-07T13:16:37.473Z","2026-05-07T13:16:37.473Z","0","","pending","2026-05-07T13:16:37.473Z","69fc90b714138dc07f3661b5","2026-05-07T13:16:39.527000","2026-05-07T13:16:39.527000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbdbb490d487eed858f63b","2026-05-07T00:43:10.269Z","2026-05-08T00:43:10.269Z","979687","","processing","2026-05-07T13:39:55.953Z","69fbe023190b835dc74fb4c5","2026-05-07T00:43:15.571000","2026-05-07T13:39:58.637000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbbce11d1b1bd6670a7ee3","2026-05-06T23:55:48.921Z","2026-05-06T23:55:48.921Z","0","","pending","2026-05-06T23:55:48.921Z","69fbd5073fd6032e17d17320","2026-05-06T23:55:51.409000","2026-05-06T23:55:51.409000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbca11058919c34084beb1","2026-05-06T23:55:40.256Z","2026-05-06T23:55:40.256Z","0","","pending","2026-05-06T23:55:40.256Z","69fbd4fef3281384ee56b4f9","2026-05-06T23:55:42.616000","2026-05-06T23:55:42.616000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbd115f1cebe0fac03d432","2026-05-06T23:55:32.758Z","2026-05-06T23:55:32.758Z","0","","pending","2026-05-06T23:55:32.758Z","69fbd4f6474ba5800e9723ab","2026-05-06T23:55:34.884000","2026-05-06T23:55:34.884000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb4c350e2564f3b8157566","2026-05-06T23:49:12.015Z","2026-05-07T23:49:12.015Z","10395","","processing","2026-05-07T12:55:01.714Z","69fbd37b74b73780988d019d","2026-05-06T23:49:15.783000","2026-05-07T12:55:05.694000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb6c8563e27c92387e4124","2026-05-06T23:47:45.064Z","2026-05-06T23:47:45.064Z","20979","","processing","2026-05-06T23:47:50.343Z","69fbd325bcca9f34d83245d4","2026-05-06T23:47:49.523000","2026-05-06T23:47:53.579000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb70c13139d8a6f69ba690","2026-05-06T23:46:46.043Z","2026-05-06T23:46:46.043Z","10506","","processing","2026-05-06T23:46:52.913Z","69fbd2ec59a47e0846e30890","2026-05-06T23:46:52.123000","2026-05-06T23:46:56.509000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb71f37ee96e9982b47493","2026-05-06T23:46:38.951Z","2026-05-06T23:46:38.951Z","0","","pending","2026-05-06T23:46:38.951Z","69fbd2e057c127aca972fcb6","2026-05-06T23:46:40.852000","2026-05-06T23:46:40.852000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb48b390a8ae02d53a22d1","2026-05-06T23:45:18.042Z","2026-05-07T23:45:18.042Z","10395","","processing","2026-05-07T12:55:10.007Z","69fbd292696805e3b5d7ba29","2026-05-06T23:45:22.444000","2026-05-07T12:55:12.265000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fba5bb30364d40c87ed8b2","2026-05-06T20:39:01.601Z","2026-05-07T20:39:01.601Z","106328","","processing","2026-05-07T12:53:15.617Z","69fba6ed28690ba59ef49f0d","2026-05-06T20:39:09.566000","2026-05-07T12:53:18.465000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb9d5a2679bf86f9a757c9","2026-05-06T20:06:14.104Z","2026-05-07T20:06:14.104Z","106328","","processing","2026-05-07T12:53:37.259Z","69fb9f3dd1c7dd9404b4c8ba","2026-05-06T20:06:21.535000","2026-05-07T12:53:40.018000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb9bc0e203e66a26c73dcb","2026-05-06T19:57:05.034Z","2026-05-07T19:57:05.034Z","21388","","processing","2026-05-07T12:54:10.727Z","69fb9d164484fc2a9ba03eb7","2026-05-06T19:57:10.378000","2026-05-07T12:54:13.727000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb62aa2821929a81655b71","2026-05-06T15:59:41.342Z","2026-05-07T15:59:41.342Z","32007","","processing","2026-05-07T12:54:39.866Z","69fb656e7618d23508d8e486","2026-05-06T15:59:42.746000","2026-05-07T12:54:42.415000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb5b9b770af414e259d734","2026-05-06T15:33:13.358Z","2026-05-07T15:33:13.358Z","21388","","processing","2026-05-07T12:54:52.393Z","69fb5f3e95c46d219d0502c1","2026-05-06T15:33:18.001000","2026-05-07T12:54:55.544000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb3e06e5ec52f1e0c5d166","2026-05-06T13:55:22.080Z","2026-05-07T13:55:22.080Z","103047","","processing","2026-05-07T12:55:17.007Z","69fb4854875579e23100299d","2026-05-06T13:55:32.332000","2026-05-07T12:55:20.120000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fa7fbc3685a1e3ae93f54f","2026-05-06T03:36:39.462Z","2026-05-07T03:36:39.462Z","10360","","processing","2026-05-07T12:55:26.045Z","69fab74c069033ac63a35eb4","2026-05-06T03:36:44.261000","2026-05-07T12:55:29.081000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fa7f457e447d83424eb6d4","2026-05-05T23:39:07.748Z","2026-05-05T23:39:07.748Z","0","","pending","2026-05-05T23:39:07.748Z","69fa7f9d68f8087d0101adc3","2026-05-05T23:39:09.423000","2026-05-05T23:39:09.423000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f9059341ae2adfeef80403","2026-05-04T21:49:33.054Z","2026-05-05T21:49:33.054Z","10360","","completed","2026-05-05T20:33:35.718Z","69f91472c4fa84604e0f259b","2026-05-04T21:49:38.865000","2026-05-05T20:34:11.868000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f77a1c312b74a9460d126c","2026-05-03T17:17:32.322Z","2026-05-04T17:17:32.322Z","18598","","processing","2026-05-05T19:57:15.462Z","69f7833284a5835d46eb907c","2026-05-03T17:17:38.951000","2026-05-05T19:57:19.801000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f75180ac78024b59cd0de7","2026-05-03T14:40:46.443Z","2026-05-04T14:40:46.443Z","24778","","processing","2026-05-05T19:56:45.381Z","69f75e790702429b2b32bb21","2026-05-03T14:40:57.097000","2026-05-05T19:56:49.368000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f74283836e62b5bf65c905","2026-05-03T12:54:40.924Z","2026-05-03T12:54:40.924Z","0","","completed","2026-05-05T20:33:35.718Z","69f74594094c4caeb62b3c76","2026-05-03T12:54:44.904000","2026-05-05T20:34:12.975000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f69253ae23482e8f256790","2026-05-03T01:29:55.561Z","2026-05-04T01:29:55.561Z","12214","","processing","2026-05-05T19:56:28.979Z","69f6a51878357603f4737955","2026-05-03T01:30:00.978000","2026-05-05T19:56:32.969000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f6261577278f600ed8ca2e","2026-05-02T22:30:44.475Z","2026-05-03T22:30:44.475Z","0","Reset post-suppression splits fantômes — prêt pour régénération","completed","2026-05-05T20:33:35.718Z","69f67b1822d2d3720940e78b","2026-05-02T22:30:48.811000","2026-05-05T20:34:13.502000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f628a58b137f63df8a0790","2026-05-02T22:18:40.435Z","2026-05-03T22:18:40.435Z","0","Reset post-suppression splits fantômes — prêt pour régénération","processing","2026-05-02T23:46:03.765Z","69f678447eaee1152e0d60af","2026-05-02T22:18:44.949000","2026-05-02T23:46:05.566000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f634af3f0bc18f639bd7bf","2026-05-02T17:36:39.690Z","2026-05-03T17:36:39.690Z","0","Reset post-suppression splits fantômes — prêt pour régénération","processing","2026-05-02T23:45:30.482Z","69f6362cc0eb69a6c7302a49","2026-05-02T17:36:44.914000","2026-05-02T23:45:32.378000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f62ccbbfe7cfd19437a1f6","2026-05-02T17:07:09.408Z","2026-05-03T17:07:09.408Z","0","Reset post-suppression splits fantômes — prêt pour régénération","processing","2026-05-02T23:45:48.208Z","69f62f427e8f46872dbb99ea","2026-05-02T17:07:14.885000","2026-05-02T23:45:50.286000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f5f19663a02779cf4fa08b","2026-05-02T13:44:53.749Z","2026-05-02T13:44:53.749Z","0","","completed","2026-05-05T20:33:35.718Z","69f5ffd7177d1efc3a5b1afb","2026-05-02T13:44:55.029000","2026-05-05T20:34:14.153000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
