score,checkpointSystemId,lastPlayedAt,userId,sessionsCount,domainKey,qualityAvg,updatedAt,id,created_date,updated_date,created_by_id,created_by,is_sample
"0.999987120536253","NC-0000000161","2026-05-07T13:34:55.913Z","69f218c618cc26dee7ae01ce","1","humour","1","2026-05-07T13:35:29.297Z","69fc9523fb7716e8ce8f013d","2026-05-07T13:35:31.444000","2026-05-07T13:35:31.444000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.999987120536253","NC-0000000161","2026-05-07T13:34:55.913Z","69f2706d181676bbd6e82a5e","1","humour","1","2026-05-07T13:35:29.297Z","69fc95230a426ef2d0c90dde","2026-05-07T13:35:31.015000","2026-05-07T13:35:31.015000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.7399922466398787","NC-0000000058","2026-05-07T13:21:45.162Z","69f218c618cc26dee7ae01ce","1","photo","0.74","2026-05-07T13:22:12.320Z","69fc9206ea27cd21f7896dbd","2026-05-07T13:22:14.800000","2026-05-07T13:22:14.800000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.7399922466398787","NC-0000000058","2026-05-07T13:21:45.162Z","69f2706d181676bbd6e82a5e","1","photo","0.74","2026-05-07T13:22:12.320Z","69fc9206eb74ede96a19bb6d","2026-05-07T13:22:14.296000","2026-05-07T13:22:14.296000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.5999945762064369","NC-0000000165","2026-05-06T23:49:12.015Z","69f62cd5271164a83828fd92","1","music","0.6","2026-05-06T23:49:35.446Z","69fbd39185506c86bcb382d1","2026-05-06T23:49:37.337000","2026-05-06T23:49:37.337000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.5999945762064369","NC-0000000165","2026-05-06T23:49:12.015Z","69f2739b8a9489588db01d2c","1","music","0.6","2026-05-06T23:49:35.446Z","69fbd390ce4c895b134a8a7c","2026-05-06T23:49:36.880000","2026-05-06T23:49:36.880000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.4999935328768583","NC-0000000165","2026-05-06T23:45:18.042Z","69f2739b8a9489588db01d2c","1","video","0.5","2026-05-06T23:45:51.568Z","69fbd2b108c471bfc2f738c6","2026-05-06T23:45:53.411000","2026-05-06T23:45:53.411000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.7999911923809195","NC-0000000097","2026-05-06T19:57:05.034Z","69f62cd5271164a83828fd92","1","music","0.8","2026-05-06T19:57:33.571Z","69fb9d2f91a890870dc2a5b7","2026-05-06T19:57:35.957000","2026-05-06T19:57:35.957000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.7999911923809195","NC-0000000097","2026-05-06T19:57:05.034Z","69f2706d181676bbd6e82a5e","1","music","0.8","2026-05-06T19:57:33.571Z","69fb9d2f990bc816ae691667","2026-05-06T19:57:35.544000","2026-05-06T19:57:35.544000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"1.2999556633732712","NC-0000000165","2026-05-06T23:45:18.042Z","69f62cd5271164a83828fd92","2","video","0.65","2026-05-06T23:45:51.568Z","69f914ea4402ea0fe98cafc5","2026-05-04T21:51:38.439000","2026-05-06T23:45:53.804000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.7999621304964127","NC-0000000165","2026-05-04T21:49:33.054Z","69f2706d181676bbd6e82a5e","1","video","0.8","2026-05-04T21:51:35.757Z","69f914e9b39005162b8c9466","2026-05-04T21:51:37.924000","2026-05-04T21:51:37.924000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.7466557972364208","NC-0000000165","2026-05-03T14:40:48.421Z","69f62dd4479edabdf08b12ee","1","music","0.7466666666666666","2026-05-03T14:41:26.154Z","69f75e9915a086ed1d644247","2026-05-03T14:41:29.960000","2026-05-03T14:41:29.960000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.7466557972364208","NC-0000000165","2026-05-03T14:40:48.421Z","69f2706d181676bbd6e82a5e","1","music","0.7466666666666666","2026-05-03T14:41:26.154Z","69f75e99d1acaeb67d46c6a4","2026-05-03T14:41:29.480000","2026-05-03T14:41:29.480000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.7999902436375033","NC-0000000122","2026-05-02T22:18:40.435Z","69f218c618cc26dee7ae01ce","1","music","0.8","2026-05-02T22:19:12.046Z","69f678626c301e578b55467a","2026-05-02T22:19:14.274000","2026-05-02T22:19:14.274000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.7999902436375033","NC-0000000122","2026-05-02T22:18:40.435Z","69f2706d181676bbd6e82a5e","1","music","0.8","2026-05-02T22:19:12.046Z","69f67861f08b7164807f1852","2026-05-02T22:19:13.825000","2026-05-02T22:19:13.825000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.5999945199574592","NC-0000000160","2026-05-02T17:36:39.690Z","69f218c618cc26dee7ae01ce","1","video","0.6","2026-05-02T17:37:03.364Z","69f63641e7bbe30034015747","2026-05-02T17:37:05.914000","2026-05-02T17:37:05.914000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.5999945199574592","NC-0000000160","2026-05-02T17:36:39.690Z","69f2706d181676bbd6e82a5e","1","video","0.6","2026-05-02T17:37:03.364Z","69f6364101f11d994b2b91aa","2026-05-02T17:37:05.236000","2026-05-02T17:37:05.236000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.39999498108149323","NC-0000000025","2026-05-02T17:07:09.408Z","69f218c618cc26dee7ae01ce","1","music","0.4","2026-05-02T17:07:41.931Z","69f62f5ffa9ebf8609daab90","2026-05-02T17:07:43.824000","2026-05-02T17:07:43.824000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"0.39999498108149323","NC-0000000025","2026-05-02T17:07:09.408Z","69f2706d181676bbd6e82a5e","1","music","0.4","2026-05-02T17:07:41.931Z","69f62f5fb6acdd5ec9b66dcb","2026-05-02T17:07:43.426000","2026-05-02T17:07:43.426000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
