eventId,payoutEligible,role,checkOutAt,geoLngIn,isValidEntry,geoLatIn,autoClosedAt,sessionId,userId,geoLatOut,distanceMIn,checkpointSystemId,coPresenceCountAtCheckin,validationScore,sessionStateAtCheckin,isValidExit,geoLngOut,checkInAt,durationMin,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"69fca7dac209ef5fdbe66a06","false","artist","","-73.56741352558763","true","45.53851183086406","","69fca7db3897a437cd3ce6ab","69f218c618cc26dee7ae01ce","","370","NC-0000000165","4","90","in_progress","false","","2026-05-08T13:38:20.354Z","0","active","69fde74d89325a346a300dd8","2026-05-08T13:38:21.654000","2026-05-08T13:38:21.654000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fca7dac209ef5fdbe66a06","false","artist","","","false","","","69fca7db3897a437cd3ce6ab","69f218c618cc26dee7ae01ce","","","","4","60","in_progress","false","","2026-05-08T13:38:20.340Z","0","active","69fde74db550ee6001d24fda","2026-05-08T13:38:21.442000","2026-05-08T13:38:21.442000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fca7dac209ef5fdbe66a06","false","artist","","-73.56741749978623","true","45.53848325756005","","69fca7db3897a437cd3ce6ab","69f2739b8a9489588db01d2c","","370","NC-0000000165","3","90","in_progress","false","","2026-05-07T15:01:41.445Z","0","active","69fca9572fe58b1a94241e5e","2026-05-07T15:01:43.589000","2026-05-07T15:01:43.589000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fca7dac209ef5fdbe66a06","false","artist","","-73.56741749978623","true","45.53848325756005","","69fca7db3897a437cd3ce6ab","69f2739b8a9489588db01d2c","","370","NC-0000000165","2","90","in_progress","false","","2026-05-07T15:01:41.300Z","0","active","69fca956daf04630ad420245","2026-05-07T15:01:42.749000","2026-05-07T15:01:42.749000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fca7dac209ef5fdbe66a06","true","artist","2026-05-08T13:38:52.744Z","-73.56742186582375","true","45.53848314090276","","69fca7db3897a437cd3ce6ab","69f62cd5271164a83828fd92","","371","NC-0000000165","1","80","in_progress","true","","2026-05-07T15:01:26.545Z","1357","completed","69fca947cf069baeaba938de","2026-05-07T15:01:27.859000","2026-05-08T13:38:53.130000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fca7dac209ef5fdbe66a06","false","organizer","","","false","","","69fca7db3897a437cd3ce6ab","69f2706d181676bbd6e82a5e","","","","0","40","in_progress","false","","2026-05-07T15:01:23.369Z","0","active","69fca94434d020cdcd51754d","2026-05-07T15:01:24.683000","2026-05-07T15:01:24.683000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fca0713d590690d6058ba1","false","artist","2026-05-07T14:30:25.944Z","","false","","2026-05-07T14:30:25.944Z","69fca07373400e80ce966100","69f2706d181676bbd6e82a5e","","","","1","40","in_progress","false","","2026-05-07T14:30:07.597Z","0","auto_closed","69fca1f13b2814b274c2b486","2026-05-07T14:30:09.150000","2026-05-07T14:30:30.880000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fca0713d590690d6058ba1","false","organizer","2026-05-07T14:30:22.790Z","","false","","","69fca07373400e80ce966100","69f62cd5271164a83828fd92","","","","0","40","in_progress","false","","2026-05-07T14:29:53.341Z","0","completed","69fca1e295bca8193dbd9f3a","2026-05-07T14:29:54.651000","2026-05-07T14:30:23.635000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f615b84b21070e1ca0f945","false","artist","2026-05-07T13:34:55.913Z","-73.56746254814999","false","45.538523419973416","2026-05-07T13:34:55.913Z","69f615b959bdb5b53e2a55d7","69f2706d181676bbd6e82a5e","","4421","NC-0000000161","2","60","in_progress","false","","2026-05-07T13:25:02.684Z","10","auto_closed","69fc92b04649b0d4affe1b36","2026-05-07T13:25:04.104000","2026-05-07T13:35:00.780000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f615b84b21070e1ca0f945","false","artist","2026-05-07T13:34:55.913Z","-73.56746254814999","false","45.538523419973416","2026-05-07T13:34:55.913Z","69f615b959bdb5b53e2a55d7","69f62cd5271164a83828fd92","","4421","NC-0000000161","0","40","in_progress","false","","2026-05-07T13:24:58.647Z","10","auto_closed","69fc92ab2d82ce276afc473c","2026-05-07T13:24:59.954000","2026-05-07T13:35:00.964000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f615b84b21070e1ca0f945","false","organizer","2026-05-07T13:34:53.419Z","-73.56746254814999","false","45.538523419973416","","69f615b959bdb5b53e2a55d7","69f218c618cc26dee7ae01ce","","4421","NC-0000000161","0","40","in_progress","true","","2026-05-07T13:24:58.611Z","10","completed","69fc92abb5f30b9726f3a693","2026-05-07T13:24:59.930000","2026-05-07T13:34:53.787000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f6041b11fc961b649e5c6f","false","artist","2026-05-07T13:21:45.090Z","-73.56745598869543","false","45.53852693709804","2026-05-07T13:21:45.090Z","69f6041c8f9287ae5e807a1d","69f2706d181676bbd6e82a5e","","6254","NC-0000000058","2","60","in_progress","false","","2026-05-07T13:20:11.240Z","2","auto_closed","69fc918d8c01f0811db0980e","2026-05-07T13:20:13.660000","2026-05-07T13:21:51.802000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f6041b11fc961b649e5c6f","false","audience","2026-05-07T13:21:45.162Z","-73.56745598869543","false","45.53852693709804","2026-05-07T13:21:45.162Z","69f6041c8f9287ae5e807a1d","69f62cd5271164a83828fd92","","6254","NC-0000000058","1","40","in_progress","false","","2026-05-07T13:20:09.047Z","2","auto_closed","69fc918bddf7e17fa85ac04d","2026-05-07T13:20:11.042000","2026-05-07T13:21:52.141000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f6041b11fc961b649e5c6f","false","organizer","2026-05-07T13:21:42.765Z","","false","","","69f6041c8f9287ae5e807a1d","69f218c618cc26dee7ae01ce","","","","0","40","in_progress","true","","2026-05-07T13:18:14.925Z","3","completed","69fc9117b310e40c44fd6602","2026-05-07T13:18:15.991000","2026-05-07T13:21:43.223000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbdbb490d487eed858f63b","false","audience","2026-05-07T00:43:10.269Z","-73.56744814106618","false","45.53852267784678","2026-05-07T00:43:10.269Z","69fbdbb62a999217b81b51ea","69f62dd4479edabdf08b12ee","","6254","NC-0000000058","2","60","in_progress","false","","2026-05-07T00:41:53.998Z","1","auto_closed","69fbdfd34fce9ff4515a9e5a","2026-05-07T00:41:55.458000","2026-05-07T00:43:16.120000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbdbb490d487eed858f63b","false","artist","2026-05-07T00:43:10.269Z","-73.56744800150729","false","45.538522685858645","2026-05-07T00:43:10.269Z","69fbdbb62a999217b81b51ea","69f2739b8a9489588db01d2c","","6254","NC-0000000058","1","40","in_progress","false","","2026-05-07T00:41:17.990Z","2","auto_closed","69fbdfaf773563613240abfb","2026-05-07T00:41:19.300000","2026-05-07T00:43:16.377000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbdbb490d487eed858f63b","false","organizer","2026-05-07T00:43:07.047Z","","false","","","69fbdbb62a999217b81b51ea","69f62cd5271164a83828fd92","","","","0","40","in_progress","true","","2026-05-07T00:41:10.215Z","2","completed","69fbdfa798688cc0a167da91","2026-05-07T00:41:11.332000","2026-05-07T00:43:08.051000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb4c350e2564f3b8157566","false","artist","2026-05-06T23:49:12.015Z","-73.56744719308787","true","45.538519663401964","2026-05-06T23:49:12.015Z","69fb4c367fe5403a94bb7979","69f2739b8a9489588db01d2c","","372","NC-0000000165","1","70","in_progress","false","","2026-05-06T23:49:00.268Z","0","auto_closed","69fbd36d7dbe9438a4b31485","2026-05-06T23:49:01.754000","2026-05-06T23:49:16.240000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb4c350e2564f3b8157566","false","organizer","2026-05-06T23:49:09.885Z","","false","","","69fb4c367fe5403a94bb7979","69f62cd5271164a83828fd92","","","","0","40","in_progress","false","","2026-05-06T23:48:27.555Z","1","completed","69fbd34c1fcce0ce45cf0035","2026-05-06T23:48:28.916000","2026-05-06T23:49:10.285000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb48b390a8ae02d53a22d1","false","audience","2026-05-06T23:45:18.042Z","-73.56745205992085","true","45.538521780008736","2026-05-06T23:45:18.042Z","69fb48b5d135886933200c9f","69f2706d181676bbd6e82a5e","","373","NC-0000000165","2","90","in_progress","false","","2026-05-06T23:45:05.368Z","0","auto_closed","69fbd2828f0e12c71a2b11df","2026-05-06T23:45:06.728000","2026-05-06T23:45:43.780000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb48b390a8ae02d53a22d1","false","artist","2026-05-06T23:45:18.042Z","-73.56745205992085","true","45.538521780008736","2026-05-06T23:45:18.042Z","69fb48b5d135886933200c9f","69f2739b8a9489588db01d2c","","373","NC-0000000165","1","70","in_progress","false","","2026-05-06T23:45:03.609Z","0","auto_closed","69fbd281cff7bf8af406553c","2026-05-06T23:45:05.102000","2026-05-06T23:45:23.215000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb48b390a8ae02d53a22d1","false","organizer","2026-05-06T23:45:15.688Z","","false","","","69fb48b5d135886933200c9f","69f62cd5271164a83828fd92","","","","0","40","in_progress","false","","2026-05-06T23:44:44.849Z","1","completed","69fbd26d944b4c8ff80287cb","2026-05-06T23:44:45.974000","2026-05-06T23:45:16.146000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fba5bb30364d40c87ed8b2","false","artist","2026-05-06T20:39:01.601Z","","false","","2026-05-06T20:39:01.601Z","69fba5bdb3fe16025f4aea60","69f2706d181676bbd6e82a5e","","","","2","60","in_progress","false","","2026-05-06T20:38:52.128Z","0","auto_closed","69fba6dd289f6f89db461c3f","2026-05-06T20:38:53.419000","2026-05-06T20:39:10.058000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fba5bb30364d40c87ed8b2","false","organizer","2026-05-06T20:38:58.358Z","","false","","","69fba5bdb3fe16025f4aea60","69f62cd5271164a83828fd92","","","","0","40","in_progress","false","","2026-05-06T20:38:46.974Z","0","completed","69fba6d8ded4039f248f9def","2026-05-06T20:38:48.453000","2026-05-06T20:38:58.860000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fba5bb30364d40c87ed8b2","false","organizer","2026-05-06T20:39:01.601Z","","false","","2026-05-06T20:39:01.601Z","69fba5bdb3fe16025f4aea60","69f62cd5271164a83828fd92","","","","0","40","in_progress","false","","2026-05-06T20:38:45.258Z","0","auto_closed","69fba6d8beb6abba74fb4819","2026-05-06T20:38:48.364000","2026-05-06T20:39:10.255000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
